,Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,new_title,loc_city,hq_city
928,MDM Data Analyst,$47K-$76K,4.1,Arthur Lawrence,"Houston, TX","Upland, CA",201 to 500 employees,2003,Company - Private,Consulting,Business Services,Less than $1 million (USD),Data Analyst,Houston,Upland
929,Data Analyst - Report Writer,$47K-$76K,4.6,EAG Services,"Houston, TX","Houston, TX",1 to 50 employees,-1,Company - Private,Consulting,Business Services,$1 to $5 million (USD),Analyst Remote,Houston,Houston
930,Omnichannel Marketing Data Analyst,$47K-$76K,3.6,Sun and Ski Sports,"Houston, TX","Houston, TX",501 to 1000 employees,1980,Company - Private,Sporting Goods Stores,Retail,Less than $1 million (USD),Reporting Analyst,Houston,Houston
931,Senior Data Analyst,$47K-$76K,3.4,Harris County,"Houston, TX","Houston, TX",5001 to 10000 employees,1966,Government,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),Senior Analyst,Houston,Houston
932,Data Modeler/Data Analyst,$47K-$76K,4.2,"Simplex info systems Inc,","Houston, TX","Nashua, NH",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),Data Analyst,Houston,Nashua
933,Data Collector/Analyst (Entry Level),$47K-$76K,3.6,Army Houston Recruiting Battalion,"Houston, TX","Fort Knox, KY",201 to 500 employees,1822,Government,Federal Agencies,Government,Unknown / Non-Applicable,Data Analyst,Houston,Fort Knox
934,Data Analyst III (Healthcare Analytics),$47K-$76K,3.7,Wellcare,"Houston, TX","Tampa, FL",5001 to 10000 employees,1985,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),Analyst Analyst,Houston,Tampa
935,Data Warehouse Analyst,$47K-$76K,2.9,Yochana,"Houston, TX","Farmington Hills, MI",201 to 500 employees,2009,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),Data Warehouse,Houston,Farmington Hills
936,Data Governance Analyst,$47K-$76K,-1.0,SM LOgics Inc,"Sugar Land, TX","Carrollton, TX",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,Data Governance,Sugar Land,Carrollton
937,Data Quality Analyst,$47K-$76K,2.7,TechUSA,"Pasadena, TX","Millersville, MD",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Data Analyst,Pasadena,Millersville
938,Data Analyst III (Healthcare Analytics),$47K-$76K,3.3,Centene Corporation,"Houston, TX","Saint Louis, MO",10000+ employees,1984,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),Analyst Analyst,Houston,Saint Louis
939,Data Analyst III,$47K-$76K,2.8,Virtus Partners LLC,"Houston, TX","Houston, TX",201 to 500 employees,2005,Company - Private,Investment Banking & Asset Management,Finance,$10 to $25 million (USD),Data Analyst,Houston,Houston
940,CBO Data Analyst,$47K-$76K,3.6,Kelsey Seybold Clinic,"Pearland, TX","Pearland, TX",1001 to 5000 employees,1949,Private Practice / Firm,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),Data Analyst,Pearland,Pearland
941,Lead Quality Data Analyst,$74K-$123K,3.4,Harris Health System,"Houston, TX","Houston, TX",5001 to 10000 employees,1966,Government,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),Data Analyst,Houston,Houston
942,Master Data Management Analyst,$74K-$123K,3.6,Delphi-US,"Houston, TX","Newport, RI",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),Data Management,Houston,Newport
943,DATA WAREHOUSE ANALYST III,$74K-$123K,4.7,Sharpedge Solutions Inc,"Houston, TX","Lombard, IL",Unknown,-1,Company - Private,Publishing,Media,Less than $1 million (USD),Analyst III,Houston,Lombard
944,Senior Data Analyst,$74K-$123K,4.5,Smith Hanley Associates,"Houston, TX","New York, 061",1 to 50 employees,1980,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Senior Analyst,Houston,New York
945,Master Data Analyst,$74K-$123K,-1.0,AllRedi,"Pasadena, TX",-1,-1,-1,-1,-1,-1,-1,Data Analyst,Pasadena,-1
946,Data Warehouse Analyst PL/SQL,$74K-$123K,4.7,National Computing Group,"Houston, TX","Pittsburgh, PA",1 to 50 employees,1986,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Data Warehouse,Houston,Pittsburgh
947,Sr. Data Governance Analyst,$74K-$123K,3.6,Crown Castle USA Inc,"Houston, TX","Houston, TX",1001 to 5000 employees,1994,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),Data Governance,Houston,Houston
948,Role: Data Warehouse Analyst - Direct Client.,$74K-$123K,4.0,"Infomerica, Inc","Houston, TX","Cary, NC",501 to 1000 employees,1998,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Data Warehouse,Houston,Cary
949,eDiscovery Data Analyst,$74K-$123K,4.0,Servient,"Houston, TX","Houston, TX",51 to 200 employees,2004,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),Data Analyst,Houston,Houston
950,Senior Data Operations Analyst,$74K-$123K,3.6,Kelsey Seybold Clinic,"Pearland, TX","Pearland, TX",1001 to 5000 employees,1949,Private Practice / Firm,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),Reporting Analyst,Pearland,Pearland
951,Accounts Receivable Analyst (Data Entry),$74K-$123K,2.0,Premier Medical Resources,"Houston, TX","Houston, TX",201 to 500 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,Analyst Data,Houston,Houston
952,Data Governance Business Analyst,$74K-$123K,3.8,Icon Consultants,"Houston, TX","Houston, TX",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Data Governance,Houston,Houston
953,"Data Management Analyst - Internal Medicine, Infectious",$74K-$123K,4.0,UTHealth Houston,"Houston, TX","Houston, TX",5001 to 10000 employees,1972,College / University,Colleges & Universities,Education,$1 to $2 billion (USD),Data Management,Houston,Houston
954,"Lead Analyst, Data Mgmt / Quant Analysis",$74K-$123K,3.2,The Bank of New York Mellon,"Houston, TX","New York, NY",10000+ employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Analyst Analyst,Houston,New York
955,HCC Data Analyst,$74K-$123K,3.6,Kelsey Seybold Clinic,"Pearland, TX","Pearland, TX",1001 to 5000 employees,1949,Private Practice / Firm,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),Data Analyst,Pearland,Pearland
956,Business Analyst - IT Data Warehouse,$74K-$123K,3.2,Radiology Partners,"Houston, TX","El Segundo, CA",1001 to 5000 employees,2012,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Data Warehouse,Houston,El Segundo
957,VBA Software developer / IT Data Analyst SQL,$74K-$123K,4.4,The Jupiter Group,"Spring, TX","Pearland, TX",51 to 200 employees,-1,Unknown,Staffing & Outsourcing,Business Services,Less than $1 million (USD),Data Analyst,Spring,Pearland
958,Healthcare Information and Data Analyst II,$74K-$123K,3.6,Kelsey-Seybold Medical Group,"Pearland, TX","Pearland, TX",1001 to 5000 employees,1949,Private Practice / Firm,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),Healthcare Data,Pearland,Pearland
959,Software Engineer/Data Analyst,$74K-$123K,5.0,Crawford Thomas Recruiting,"Houston, TX","Orlando, FL",51 to 200 employees,2007,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),Senior Analyst,Houston,Orlando
960,"Financial Data Analyst - Data Mining, Analytics, Reporting",$74K-$123K,5.0,Jobot,"Sugar Land, TX","Irvine, CA",51 to 200 employees,2018,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Analyst Analyst,Sugar Land,Irvine
961,Splunk SME / Data Analyst _ TXho_,$74K-$123K,-1.0,Talbridge Corporation,"Houston, TX","Houston, TX",51 to 200 employees,1996,Contract,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),Data Analyst,Houston,Houston
962,Data Warehouse Analyst III,$74K-$123K,3.7,eTeam Inc.,"Houston, TX","South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),Data Warehouse,Houston,South Plainfield
963,Contract data validation analyst,$74K-$123K,3.8,LanceSoft Inc,"Houston, TX","Herndon, VA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Analyst Analyst,Houston,Herndon
964,Data Warehouse Analyst III,$74K-$123K,3.0,"Central Business Solutions, Inc","Houston, TX","Fremont, CA",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),Data Warehouse,Houston,Fremont
965,Electronic Data Interchange Analyst (EDI),$74K-$123K,3.3,Professional Enrollment Concepts,"Houston, TX","Houston, TX",1 to 50 employees,2011,Company - Private,-1,-1,$1 to $5 million (USD),Reporting Analyst,Houston,Houston
966,Sr. Data Analyst,$74K-$123K,3.1,Texas Dow Employees Credit Union,"Sugar Land, TX","Lake Jackson, TX",501 to 1000 employees,1955,Nonprofit Organization,Banks & Credit Unions,Finance,$100 to $500 million (USD),Data Analyst,Sugar Land,Lake Jackson
967,Data Expert (Analyst/Modeler),$74K-$123K,4.8,InvenTech Info,"Houston, TX","Bengaluru, India",201 to 500 employees,2010,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),Data Analyst,Houston,Bengaluru
968,.Net Developer - Program Data Design Analyst,$74K-$123K,2.2,Harris County Appraisal District,"Houston, TX","Houston, TX",501 to 1000 employees,1980,Government,Municipal Governments,Government,$50 to $100 million (USD),Reporting Analyst,Houston,Houston
969,Data Analyst,$53K-$94K,3.1,MUFG,"Tempe, AZ","Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),Data Analyst,Tempe,Tokyo
970,Senior Data Analyst,$53K-$94K,4.4,Integrate,"Phoenix, AZ","Phoenix, AZ",201 to 500 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),Senior Analyst,Phoenix,Phoenix
971,Data Warehouse Analyst II-ST,$53K-$94K,3.2,Desert Financial Credit Union,"Phoenix, AZ","Phoenix, AZ",1001 to 5000 employees,1939,Company - Public,Banks & Credit Unions,Finance,$50 to $100 million (USD),Data Warehouse,Phoenix,Phoenix
972,SQL Developer/Data Analyst,$53K-$94K,3.7,Corbins Electric,"Phoenix, AZ","Phoenix, AZ",501 to 1000 employees,1975,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),Data Analyst,Phoenix,Phoenix
973,Jr. Analyst Data/Reporting,$53K-$94K,3.5,"The Judge Group, Inc.","Phoenix, AZ","Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Analyst Data,Phoenix,Wayne
974,Senior Data Analyst,$53K-$94K,4.0,Discount Tire,"Scottsdale, AZ","Scottsdale, AZ",10000+ employees,1960,Company - Private,Automotive Parts & Accessories Stores,Retail,$2 to $5 billion (USD),Senior Analyst,Scottsdale,Scottsdale
975,Data Warehouse Analyst III,$53K-$94K,3.2,Desert Financial Credit Union,"Phoenix, AZ","Phoenix, AZ",1001 to 5000 employees,1939,Company - Public,Banks & Credit Unions,Finance,$50 to $100 million (USD),Data Warehouse,Phoenix,Phoenix
976,Data Analyst,$53K-$94K,3.5,Robert Half,"Phoenix, AZ","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),Data Analyst,Phoenix,Menlo Park
977,Data Analyst,$53K-$94K,4.9,"TekCom Resources, Inc.","Phoenix, AZ","King of Prussia, PA",51 to 200 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),Data Analyst,Phoenix,King of Prussia
978,Data Analyst,$53K-$94K,4.1,Viasat,"Phoenix, AZ","Carlsbad, CA",5001 to 10000 employees,1986,Company - Public,Telecommunications Services,Telecommunications,$1 to $2 billion (USD),Data Analyst,Phoenix,Carlsbad
979,Business Data Analyst,$53K-$94K,4.6,National Education Partners,"Scottsdale, AZ","Scottsdale, AZ",201 to 500 employees,2019,Company - Private,Colleges & Universities,Education,$100 to $500 million (USD),Data Analyst,Scottsdale,Scottsdale
980,Data Analyst,$53K-$94K,3.6,Parker & Lynch,"Phoenix, AZ","Jacksonville, FL",501 to 1000 employees,1992,Company - Public,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Data Analyst,Phoenix,Jacksonville
981,Data Analyst,$53K-$94K,3.0,The Accuro Group,"Tempe, AZ","Raleigh, NC",201 to 500 employees,2003,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Data Analyst,Tempe,Raleigh
982,Data Analyst,$53K-$94K,3.2,Modis,"Phoenix, AZ","Zurich, Switzerland",5001 to 10000 employees,1994,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),Data Analyst,Phoenix,Zurich
983,Data Analyst,$53K-$94K,2.9,Gatestone & Co. Inc,"Phoenix, AZ","North York, Canada",1001 to 5000 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Data Analyst,Phoenix,North York
984,Data Analyst,$53K-$94K,3.9,Diverse Lynx,"Tempe, AZ","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Data Analyst,Tempe,Princeton
985,Data Analyst,$53K-$94K,3.6,FAMILY INVOLVEMENT CENTER,"Phoenix, AZ","Phoenix, AZ",1 to 50 employees,2002,Nonprofit Organization,Social Assistance,Non-Profit,$1 to $5 million (USD),Data Analyst,Phoenix,Phoenix
986,Data Analyst,$53K-$94K,2.5,Career Evolutions,"Scottsdale, AZ","Scottsdale, AZ",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),Data Analyst,Scottsdale,Scottsdale
987,Fall 2020 Supply Chain Data Analyst Intern,$53K-$94K,3.6,ON Semiconductor,"Phoenix, AZ","Phoenix, AZ",10000+ employees,1999,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 billion (USD),Data Analyst,Phoenix,Phoenix
988,Data Experience Analyst,$53K-$94K,3.6,Charles Schwab,"Phoenix, AZ","San Francisco, CA",10000+ employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),Data Analyst,Phoenix,San Francisco
989,Data Analyst,$53K-$94K,4.4,Softcom Systems,"Tempe, AZ","Princeton, NJ",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),Data Analyst,Tempe,Princeton
990,Data Analyst,$53K-$94K,-1.0,Door Sales & Installations,"Tempe, AZ",-1,-1,-1,-1,-1,-1,-1,Data Analyst,Tempe,-1
991,"Data Analyst, Marketing",$53K-$94K,4.6,National Education Partners,"Scottsdale, AZ","Scottsdale, AZ",201 to 500 employees,2019,Company - Private,Colleges & Universities,Education,$100 to $500 million (USD),Data Analyst,Scottsdale,Scottsdale
992,Data Control Business Analyst,$53K-$94K,3.1,MUFG,"Tempe, AZ","Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),Data Business,Tempe,Tokyo
993,Network Security System/Data Analyst,$53K-$94K,3.1,MUFG,"Tempe, AZ","Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),Security Clearance,Tempe,Tokyo
994,"Data Center Services Analyst I, II, III, or Senior",$53K-$94K,3.4,Alaska USA,"Glendale, AZ","Anchorage, AK",1001 to 5000 employees,1948,Other Organization,Banks & Credit Unions,Finance,$100 to $500 million (USD),Analyst Senior,Glendale,Anchorage
995,Data Analyst,$53K-$94K,2.9,The Paragon Group,"Scottsdale, AZ","SUNDERLAND, United Kingdom",1001 to 5000 employees,1985,Company - Public,Banks & Credit Unions,Finance,$500 million to $1 billion (USD),Data Analyst,Scottsdale,SUNDERLAND
996,Central Flow Data Analyst,$53K-$94K,3.9,Amazon,"Tempe, AZ","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),Data Analyst,Tempe,Seattle
997,"Data Center Services Analyst I, II, III, or Senior",$53K-$94K,-1.0,AlaskaUSA Mortgage Company,"Glendale, AZ",-1,-1,-1,-1,-1,-1,-1,Analyst Senior,Glendale,-1
998,Data Analyst - Data Science and Analytics,$46K-$102K,-1.0,MLWIZ Team,"Phoenix, AZ","North Brunswick, NJ",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,Analyst Analyst,Phoenix,North Brunswick
999,Data Analyst,$46K-$102K,4.3,Net Orbit Inc,"Tempe, AZ","Tempe, AZ",501 to 1000 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,Data Analyst,Tempe,Tempe
1000,Data Programmer/Analyst,$46K-$102K,4.3,Arizona State University,"Tempe, AZ","Tempe, AZ",5001 to 10000 employees,1885,College / University,Colleges & Universities,Education,$1 to $2 billion (USD),Data Analyst,Tempe,Tempe
1001,Master Data Operation Analyst,$46K-$102K,3.6,PK,"Phoenix, AZ","Portland, OR",1001 to 5000 employees,2004,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Reporting Analyst,Phoenix,Portland
1002,Data Reporting Analyst,$46K-$102K,3.9,Mondo,"Phoenix, AZ","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Reporting Analyst,Phoenix,New York
1003,Data Quality Analyst,$46K-$102K,3.8,IntraEdge,"Tempe, AZ","Chandler, AZ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Data Analyst,Tempe,Chandler
1004,Analyst (Global Data and Analytics),$46K-$102K,2.9,"Circle K Stores, Inc.","Tempe, AZ","Tempe, AZ",10000+ employees,1951,Company - Public,Gas Stations,Retail,$2 to $5 billion (USD),Analyst Analyst,Tempe,Tempe
1005,Senior Business Intelligence Data Analyst,$46K-$102K,3.4,Shamrock Foods,"Phoenix, AZ","Phoenix, AZ",1001 to 5000 employees,1922,Company - Private,Food & Beverage Manufacturing,Manufacturing,$2 to $5 billion (USD),Business Intelligence,Phoenix,Phoenix
1006,Senior Data Analyst,$46K-$102K,3.4,Tech Finders,"Phoenix, AZ","Phoenix, AZ",1 to 50 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Senior Analyst,Phoenix,Phoenix
1007,System Analyst/Data Analyst/ Data Governance Analyst/ Collibra,$46K-$102K,3.7,Infotree Service Inc,"Chandler, AZ","Canton, MI",51 to 200 employees,2004,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),Data Governance,Chandler,Canton
1008,Automotive Data Analyst,$46K-$102K,3.1,O'Reilly Automotive,"Phoenix, AZ","Springfield, MO",10000+ employees,1957,Company - Public,Automotive Parts & Accessories Stores,Retail,$5 to $10 billion (USD),Data Analyst,Phoenix,Springfield
1009,Reporting & Data Analyst,$46K-$102K,-1.0,Sanford Federal,"Phoenix, AZ","Sanford, VA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,Reporting Analyst,Phoenix,Sanford
1010,Data/Business Analyst,$46K-$102K,3.1,Uhaul,"Phoenix, AZ","Reno, NV",10000+ employees,1945,Company - Public,Truck Rental & Leasing,Transportation & Logistics,$10+ billion (USD),Data Analyst,Phoenix,Reno
1011,Data Quality (DQ) Problem Management Analyst,$46K-$102K,3.1,MUFG,"Tempe, AZ","Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),Data Management,Tempe,Tokyo
1012,Statistician/Data Analyst/SQL Coder,$46K-$102K,2.5,Matrix Medical Network,"Scottsdale, AZ","Scottsdale, AZ",1001 to 5000 employees,2001,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Data Analyst,Scottsdale,Scottsdale
1013,Business Data Analyst - I,$46K-$102K,2.5,"Avacend, Inc.","Tempe, AZ","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Data Analyst,Tempe,Alpharetta
1014,Technology Analyst | Data Management - Data Integration | Informatica,$46K-$102K,3.9,Kaygen Inc.,"Phoenix, AZ","Irvine, CA",1 to 50 employees,-1,Company - Private,Consulting,Business Services,$1 to $5 million (USD),Data Management,Phoenix,Irvine
1015,Senior Data Analyst w/ Collibra,$46K-$102K,5.0,Nucleusteq,"Phoenix, AZ","Phoenix, AZ",201 to 500 employees,2018,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Senior Analyst,Phoenix,Phoenix
1016,SYSTEMS and DATA ANALYST,$46K-$102K,-1.0,Isaac Elementary School District #5,"Phoenix, AZ",-1,-1,-1,-1,-1,-1,-1,San Antonio,Phoenix,-1
1017,Data Modeler / Analyst with Data Steward,$46K-$102K,4.5,Strategic Systems,"Tempe, AZ","Dublin, OH",201 to 500 employees,2004,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Data Analyst,Tempe,Dublin
1018,SQL Data Analyst,$46K-$102K,3.3,Edupoint,"Mesa, AZ","Irvine, CA",1 to 50 employees,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),Data Analyst,Mesa,Irvine
1019,Data Analyst - Financial Advisor Services,$46K-$102K,3.2,Vanguard,"Scottsdale, AZ","Malvern, PA",10000+ employees,1975,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,Analytics Advanced,Scottsdale,Malvern
1020,Marketing Data Analyst,$46K-$102K,3.5,Efinancial,"Tempe, AZ","Bellevue, WA",201 to 500 employees,2001,Company - Private,Insurance Agencies & Brokerages,Insurance,$50 to $100 million (USD),Data Analyst,Tempe,Bellevue
1021,CLINICAL DATA ANALYST,$46K-$102K,3.0,Envision Healthcare,"Phoenix, AZ","Nashville, TN",10000+ employees,2005,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Data Analyst,Phoenix,Nashville
1022,Senior Data Analyst,$46K-$102K,-1.0,Bartech Group,"Chandler, AZ","South Holland, IL",51 to 200 employees,-1,Company - Private,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,Senior Analyst,Chandler,South Holland
1023,CLINICAL DATA ANALYST,$46K-$102K,3.6,Envision Physician Services,"Phoenix, AZ","Nashville, TN",10000+ employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,Data Analyst,Phoenix,Nashville
1024,Senior Data and Reporting Analyst,$46K-$102K,4.0,Saviance Technologies,"Phoenix, AZ","Metuchen, NJ",201 to 500 employees,1999,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Reporting Analyst,Phoenix,Metuchen
1025,Data analyst,$46K-$102K,3.5,Atos Syntel Inc.,"Phoenix, AZ","Troy, MI",10000+ employees,1980,Subsidiary or Business Segment,IT Services,Information Technology,$1 to $2 billion (USD),Data Analyst,Phoenix,Troy
1026,Data Analyst/Engineer,$43K-$94K,3.0,The Accuro Group,"Tempe, AZ","Raleigh, NC",201 to 500 employees,2003,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Data Analyst,Tempe,Raleigh
1027,Finance Data Analyst,$43K-$94K,4.9,"TekCom Resources, Inc.","Phoenix, AZ","King of Prussia, PA",51 to 200 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),Data Analyst,Phoenix,King of Prussia
1028,Data Analyst/Business Analyst with SQL,$43K-$94K,3.9,Diverse Lynx,"Phoenix, AZ","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Analyst Analyst,Phoenix,Princeton
1029,Financial Data Analyst,$43K-$94K,4.3,Na Ali'i,"DC Ranch, AZ","Honolulu, HI",201 to 500 employees,2003,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,Data Analyst,DC Ranch,Honolulu
1030,Technical Business/Data Analyst,$43K-$94K,-1.0,"Capgemini America, Inc.","Tempe, AZ",-1,-1,-1,-1,-1,-1,-1,Technical Business,Tempe,-1
1031,Accounting Data Analyst,$43K-$94K,4.5,Mastech Digital,"Phoenix, AZ","Moon Township, PA",1001 to 5000 employees,1986,Company - Public,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Reporting Analyst,Phoenix,Moon Township
1032,Data Analyst/Scientist Intern,$43K-$94K,-1.0,Minit Charger,"Tempe, AZ","Cranbury, NJ",1 to 50 employees,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Data Analyst,Tempe,Cranbury
1033,Senior Data Analyst,$43K-$94K,-1.0,Discount Tire Corporate Careers,"Scottsdale, AZ",-1,-1,-1,-1,-1,-1,-1,Senior Analyst,Scottsdale,-1
1034,Data Engineer/Database Analyst/Data Analyst,$43K-$94K,3.7,Infotree Service Inc,"Chandler, AZ","Canton, MI",51 to 200 employees,2004,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),Analyst Analyst,Chandler,Canton
1035,Data System Analyst with SQL,$43K-$94K,4.3,Wilco Source,"Scottsdale, AZ","Santa Clara, CA",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,Data Analyst,Scottsdale,Santa Clara
1036,Senior Data Analyst,$43K-$94K,-1.0,Green Lion Search Group,"Tempe, AZ",-1,-1,-1,-1,-1,-1,-1,Senior Analyst,Tempe,-1
1037,ETL QA / Data Analyst,$43K-$94K,4.2,Pegasus Knowledge Solutions,"Scottsdale, AZ","Schaumburg, IL",201 to 500 employees,-1,Company - Private,Accounting,Accounting & Legal,$1 to $5 million (USD),Data Analyst,Scottsdale,Schaumburg
1038,Analyst Pharmacy Quality Data,$43K-$94K,2.7,AllianceRx Walgreens Prime,"Tempe, AZ","Orlando, FL",1001 to 5000 employees,2017,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Analyst Data,Tempe,Orlando
1039,"Analyst, Global Data Governance & Strategy",$43K-$94K,2.9,"Circle K Stores, Inc.","Tempe, AZ","Tempe, AZ",10000+ employees,1951,Company - Public,Gas Stations,Retail,$2 to $5 billion (USD),Data Governance,Tempe,Tempe
1040,SQL/SAS Data Analyst,$43K-$94K,3.6,Signature Consultants,"Chandler, AZ","Fort Lauderdale, FL",1001 to 5000 employees,1997,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Data Analyst,Chandler,Fort Lauderdale
1041,Senior Data Analyst,$43K-$94K,-1.0,Pure Flix Digital,"Scottsdale, AZ",-1,-1,-1,-1,-1,-1,-1,Senior Analyst,Scottsdale,-1
1042,Risk/Regulatory Reporting Project Data Analyst,$43K-$94K,3.1,MUFG,"Tempe, AZ","Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),Reporting Analyst,Tempe,Tokyo
1043,Data Architect /Data Modeler/Data Analyst,$43K-$94K,4.4,Softcom Systems,"Phoenix, AZ","Princeton, NJ",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),Data Analyst,Phoenix,Princeton
1044,Data Analyst - Mid-Level,$43K-$94K,3.5,"The Judge Group, Inc.","Tempe, AZ","Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Data Analyst,Tempe,Wayne
1045,Sr. Data Business Analyst-Docutech,$43K-$94K,3.4,First American Financial Corporation,"Scottsdale, AZ","Santa Ana, CA",10000+ employees,1889,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),Data Business,Scottsdale,Santa Ana
1046,Information Security Data Analyst,$43K-$94K,3.6,"ICST, LLC","Glendale, AZ","South Portland, ME",501 to 1000 employees,1996,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Information Security,Glendale,South Portland
